,ra_bench,ra_sorcha,dec_bench,dec_sorcha,vlam_bench,vlam_sorcha,vbeta_bench,vbeta_sorcha,mag_bench,mag_sorcha,H,e,P_vdp_bench,P_vdp_sorcha,P_d2_bench,P_d2_sorcha,sky_sep_deg,dv_deg_day,dmag,dP_vdp,dP_d2
S0000e92a,48.2278,48.8249,-0.0958,0.2975,2.0022,1.9878,0.59,0.6177,23.0359,23.8127,22.984,0.638,0.0,1.0,1.0,1.0,0.715,0.0313,0.7767,1.0,0.0
S0000NWGa,2.15,1.4901,-30.2748,-29.6969,-0.6741,-0.7034,1.9855,2.0074,22.262,22.7822,24.55,0.4761,1.0,0.0,1.0,1.0,0.8116,0.0366,0.5202,-1.0,0.0
S0000kyza,298.0045,298.0622,-19.6609,-19.6714,0.2831,0.2619,-0.1076,-0.097,23.6422,23.827,23.448,0.3838,1.0,0.0071,0.99,0.99,0.0554,0.0237,0.1848,-0.9929,0.0
S0000BUga,336.8534,336.8407,-9.8284,-9.8257,-0.0413,-0.0748,0.0389,0.0501,23.0123,23.0473,24.207,0.431,1.0,0.0127,0.82,0.45,0.0128,0.0353,0.0349,-0.9873,-0.37
S0000t4oa,297.9427,298.0037,-18.9414,-18.9343,0.3159,0.2943,-0.0241,-0.0145,24.1181,23.8187,23.878,0.4922,1.0,0.0154,0.99,1.0,0.0582,0.0236,-0.2993,-0.9846,0.01
S0000alqa,277.679,277.6591,-3.4279,-3.4364,-0.17,-0.1909,-0.0673,-0.0659,23.584,23.6519,22.596,0.5251,0.0033,0.9843,1.0,1.0,0.0217,0.0209,0.0679,0.981,0.0
S00008bfa,281.1538,281.1276,-2.9771,-2.9845,-0.2281,-0.2527,-0.0488,-0.0467,22.8915,22.9221,22.305,0.2829,0.1414,1.0,1.0,1.0,0.0272,0.0247,0.0306,0.8586,0.0
S0000qNMa,347.0906,347.0912,-8.2148,-8.2107,0.0388,-0.0022,0.0042,0.0221,22.4563,22.4669,23.777,0.445,1.0,0.1701,0.99,0.92,0.0041,0.0448,0.0106,-0.8299,-0.07
S0000o28a,287.6525,287.7407,-17.4431,-17.4151,0.4611,0.4395,0.0807,0.0912,23.3832,23.5348,23.642,0.381,1.0,0.1772,0.98,0.97,0.0886,0.024,0.1515,-0.8228,-0.01
S000177da,337.1751,337.1572,-7.8226,-7.8219,-0.0782,-0.1099,0.0391,0.0499,23.9594,23.9268,24.953,0.3594,0.7688,0.0048,0.15,0.33,0.0178,0.0335,-0.0326,-0.764,0.18
S00003tqa,308.5729,308.4913,-14.7654,-14.7464,-0.3547,-0.3625,0.1902,0.1933,24.1314,24.2506,21.242,0.3683,0.2861,1.0,1.0,1.0,0.0812,0.0084,0.1192,0.7139,0.0
S00001qPa,9.1972,9.0994,-4.838,-4.8375,-0.2796,-0.2903,0.122,0.1263,23.5877,23.5747,20.143,0.4956,0.7937,0.0804,1.0,1.0,0.0974,0.0115,-0.013,-0.7133,0.0
S00001yRa,252.3629,252.3665,-25.3685,-25.3855,0.0848,0.0776,-0.2428,-0.2412,23.8333,24.09,20.25,0.3005,0.7338,0.047,0.88,0.92,0.0173,0.0074,0.2568,-0.6868,0.04
S00001G1a,257.8633,257.8857,-35.2719,-35.287,0.3407,0.328,-0.2216,-0.2187,22.7723,22.7735,20.339,0.235,0.0147,0.6978,0.15,0.28,0.0237,0.013,0.0012,0.6831,0.13
S0000z3Fa,262.2182,262.2457,-13.1314,-13.1571,0.4839,0.4417,-0.3718,-0.3704,23.6985,23.7921,24.11,0.552,0.6884,0.0218,0.54,0.48,0.0371,0.0422,0.0936,-0.6666,-0.06
S00002Mta,307.5342,307.4902,-11.9122,-11.9416,-0.3119,-0.3206,-0.1188,-0.116,23.9317,24.1097,20.966,0.3988,0.3425,1.0,1.0,1.0,0.0521,0.0092,0.178,0.6575,0.0
S0000FXCa,262.6961,262.6844,-22.8669,-22.9061,-0.0366,-0.0669,-0.3396,-0.3305,24.0956,24.0929,24.333,0.4532,0.3696,1.0,0.97,0.99,0.0407,0.0317,-0.0026,0.6304,0.02
S0000ckDa,259.4638,259.4949,-25.7549,-25.7771,0.4925,0.4702,-0.3196,-0.3164,23.7666,23.9475,22.814,0.4991,0.0179,0.646,0.58,0.33,0.0357,0.0225,0.1809,0.6281,-0.25
S00001bua,302.6414,302.5941,-21.2676,-21.1254,-0.019,-0.0473,0.6827,0.68,18.9105,19.1123,19.908,0.8958,0.3803,0.9994,0.5,0.55,0.1489,0.0284,0.2018,0.6191,0.05
S00000ena,309.5812,309.4834,-41.97,-41.9061,-0.2524,-0.2608,0.3776,0.3851,20.0645,20.1714,17.884,0.3761,0.4355,1.0,0.78,0.91,0.0968,0.0113,0.1069,0.5645,0.13
S00001Vma,261.1801,261.183,-46.6561,-46.6624,0.1103,0.0957,-0.2289,-0.2276,22.9452,22.9637,20.51,0.6387,1.0,0.4369,0.7,0.75,0.0066,0.0147,0.0185,-0.5631,0.05
S000014Ja,8.6964,8.583,-33.9117,-33.9885,-0.3634,-0.3725,-0.0605,-0.0532,23.7932,23.8082,19.788,0.6806,0.3779,0.8809,0.99,0.99,0.1214,0.0116,0.015,0.503,0.0
S00001mOa,358.5157,358.4594,-9.6519,-9.7372,-0.335,-0.3472,-0.2233,-0.2188,22.8297,22.8686,20.086,0.2912,0.5484,0.0537,0.92,0.99,0.1018,0.013,0.0389,-0.4948,0.07
S00000bwa,269.4952,269.4931,-48.4533,-48.446,-0.0495,-0.0588,0.2819,0.2818,21.3638,21.387,17.61,0.9784,0.2593,0.753,1.0,1.0,0.0074,0.0093,0.0232,0.4937,0.0
S00000Faa,312.5454,312.4571,-20.8137,-20.7925,-0.3293,-0.3367,0.1931,0.1974,22.1307,22.225,19.189,0.4442,0.0428,0.5313,0.93,0.96,0.0852,0.0085,0.0943,0.4885,0.03
S00015Jwa,307.6452,307.6863,-13.8013,-13.889,0.1305,0.092,-0.4873,-0.4738,23.6292,23.6523,24.928,0.5183,1.0,0.5121,0.78,0.86,0.0964,0.0408,0.0231,-0.4879,0.08
S00004aha,298.3813,298.3142,-19.0741,-19.0598,-0.2833,-0.2938,0.1271,0.1325,23.0811,23.0845,21.467,0.2689,0.056,0.5425,1.0,1.0,0.065,0.0119,0.0034,0.4865,0.0
S00000QBa,261.5778,261.5818,-28.2547,-28.2744,0.0834,0.0754,-0.3125,-0.3107,23.1377,23.2492,19.493,0.7137,0.5038,0.9617,0.6,0.77,0.02,0.0082,0.1114,0.4579,0.17
S00000jha,312.1198,312.0713,-17.6175,-17.6844,-0.2683,-0.2811,-0.2419,-0.2335,19.295,19.3716,18.248,0.3072,0.8124,0.3553,0.16,0.2,0.0813,0.0153,0.0765,-0.4571,0.04
S000039Ia,341.2137,341.1262,2.641,2.6322,-0.3171,-0.3369,0.0925,0.0988,22.2022,22.2916,21.123,0.4308,0.4193,0.8421,0.57,0.98,0.0879,0.0207,0.0894,0.4228,0.41
S00002DAa,4.4495,4.3708,-2.9719,-3.0223,-0.2865,-0.3003,-0.0503,-0.0451,23.4064,23.4102,20.901,0.3824,0.5903,1.0,1.0,1.0,0.0934,0.0147,0.0038,0.4097,0.0
S0000i1oa,301.9792,301.9885,-58.6458,-58.6399,0.4719,0.443,0.254,0.2482,24.1116,24.0945,23.285,0.4335,0.5548,0.9505,0.96,0.93,0.0077,0.0295,-0.0171,0.3957,-0.03
S0000qIwa,330.7116,330.7089,-5.4524,-5.4998,-0.0926,-0.124,-0.2721,-0.2626,22.9105,22.9124,23.773,0.4644,0.9491,0.5651,0.61,0.62,0.0474,0.0328,0.0019,-0.3839,0.01
S0000274a,258.4624,258.4469,-54.9464,-54.9311,-0.1422,-0.1539,0.1839,0.1881,23.3442,23.2824,20.626,0.7012,0.0589,0.4385,1.0,1.0,0.0177,0.0124,-0.0618,0.3795,0.0
S00006rxa,6.5167,6.4314,-3.6446,-3.6767,-0.2817,-0.2971,0.011,0.0171,24.1548,24.088,22.009,0.4557,0.5801,0.9521,1.0,1.0,0.091,0.0166,-0.0668,0.3721,0.0
S00007fva,313.207,313.1562,-6.2413,-6.2547,-0.3024,-0.3127,0.004,0.0072,24.4402,24.3084,22.155,0.6453,0.5781,0.9478,0.66,0.97,0.0523,0.0107,-0.1318,0.3697,0.31
S000022va,344.7798,344.7048,-8.5084,-8.5317,-0.2833,-0.2934,0.0237,0.0278,23.5271,23.6161,20.582,0.4483,0.4097,0.765,0.01,0.03,0.0777,0.0109,0.0889,0.3553,0.02
S0000eDJa,309.4821,309.4051,-3.2271,-3.1747,-0.3442,-0.3647,0.4062,0.4119,23.8554,23.8346,23.027,0.6639,0.6551,1.0,0.33,0.43,0.093,0.0212,-0.0208,0.3449,0.1
S0000Kuxa,15.8295,15.9313,-33.046,-33.2611,-0.0512,-0.0872,-0.5732,-0.5461,24.1276,23.9077,24.461,0.1117,0.6552,1.0,0.22,0.24,0.2314,0.045,-0.2199,0.3448,0.02
S00003tRa,296.8502,296.7847,-28.4403,-28.4656,-0.2809,-0.2884,-0.0718,-0.0646,23.2974,23.3549,21.245,0.3801,0.3616,0.7004,1.0,1.0,0.0629,0.0103,0.0575,0.3388,0.0
S00008uHa,289.8767,289.828,-28.1848,-28.1263,-0.1214,-0.1514,0.2952,0.3199,21.2293,21.282,22.352,0.489,0.5159,0.1795,0.26,0.63,0.0725,0.0389,0.0527,-0.3364,0.37
S00003Nya,272.0968,272.1324,-33.9991,-33.9558,0.3122,0.2952,0.4079,0.4122,22.8425,22.9724,21.353,0.246,0.6698,1.0,0.43,0.41,0.0524,0.0175,0.1299,0.3302,-0.02
S0000aLia,297.6126,297.5686,-17.9186,-17.8515,-0.1177,-0.1369,0.3624,0.3701,22.76,22.8187,22.645,0.098,0.3667,0.6935,0.14,0.15,0.0791,0.0207,0.0587,0.3267,0.01
S000002sa,259.5839,259.5906,-17.8867,-17.9131,0.1415,0.1277,-0.3963,-0.3948,17.7438,17.7852,15.696,0.263,0.9456,0.6198,0.8,0.9,0.0272,0.014,0.0414,-0.3258,0.1
S00007Iza,271.1025,271.1578,-8.4843,-8.4841,0.538,0.5019,-0.0038,-0.0008,22.0249,22.1153,22.233,0.3813,0.6766,1.0,0.96,0.99,0.0547,0.0363,0.0904,0.3234,0.03
S0000398a,14.1419,14.0735,-8.7501,-8.8102,-0.2695,-0.2861,-0.0909,-0.0843,23.2972,23.3425,21.12,0.4497,0.5096,0.8262,1.0,1.0,0.0905,0.0179,0.0453,0.3166,0.0
S00001Kba,268.728,268.7237,-60.4883,-60.4771,-0.0713,-0.0896,0.3636,0.3646,22.5938,22.6784,20.388,0.579,0.3567,0.0477,1.0,1.0,0.0114,0.0183,0.0846,-0.3089,0.0
S00000qga,306.7419,306.6726,-24.4547,-24.4613,-0.2823,-0.288,0.038,0.0422,21.8842,21.9364,18.631,0.4287,0.5985,0.8987,1.0,1.0,0.0634,0.0071,0.0522,0.3002,0.0
S0000dzba,38.2394,38.4373,-3.6475,-3.6242,0.5907,0.5705,-0.1235,-0.1167,24.2783,24.1684,22.932,0.3039,0.7761,0.4873,0.95,0.93,0.1989,0.0214,-0.1099,-0.2888,-0.02
S00007vBa,259.8791,259.9037,-17.8458,-17.8302,0.3597,0.3422,0.2626,0.2634,23.7644,23.7823,22.199,0.29,0.0125,0.2873,0.14,0.24,0.0281,0.0175,0.0179,0.2748,0.1
S0000jGVa,312.3906,312.4041,-11.4627,-11.4687,0.102,0.0695,-0.0666,-0.0567,22.825,22.8826,23.395,0.4387,0.2763,0.0019,0.98,0.97,0.0146,0.034,0.0576,-0.2744,-0.01
S00001m7a,283.5457,283.5317,-65.1137,-65.1042,-0.182,-0.1977,0.3191,0.3186,22.8456,22.8353,20.075,0.7412,0.7356,1.0,1.0,1.0,0.0111,0.0157,-0.0103,0.2644,0.0
S00000D3a,199.3668,200.1351,-23.9377,-24.1024,0.7455,0.735,0.121,0.1215,23.0973,23.7187,19.124,0.6698,0.9577,0.6983,0.6,0.27,0.7213,0.0104,0.6214,-0.2594,-0.33
S0000dzha,322.1785,322.1354,-6.0247,-6.0417,-0.2657,-0.2823,-0.0189,-0.0135,23.9038,23.9014,22.933,0.3618,0.0048,0.2624,0.01,0.03,0.046,0.0174,-0.0024,0.2576,0.02
S00000oUa,328.3463,328.2812,0.8249,0.7869,-0.286,-0.2921,-0.052,-0.0501,22.3118,22.3587,18.566,0.5946,0.2351,0.4809,0.05,0.06,0.0754,0.0063,0.0469,0.2457,0.01
S0000hz0a,263.6952,263.7253,-21.1215,-21.102,0.4505,0.4255,0.3224,0.3248,23.9702,23.7956,23.253,0.4412,0.7822,0.5366,0.54,0.31,0.0342,0.025,-0.1746,-0.2456,-0.23
S00001Ewa,338.6045,338.5607,-11.1771,-11.1978,-0.2906,-0.298,-0.0211,-0.0188,23.8199,23.7779,20.321,0.3821,0.6915,0.9362,0.01,0.01,0.0477,0.0078,-0.0421,0.2447,0.0
S0000Nuba,340.1797,340.1812,-10.7013,-10.7403,-0.0616,-0.0911,-0.2309,-0.2225,23.8059,23.916,24.538,0.5042,0.0914,0.334,0.39,0.47,0.0389,0.0306,0.1101,0.2425,0.08
S00001ICa,245.3618,245.4037,-40.0497,-40.0318,0.4238,0.4153,0.32,0.3227,23.6196,23.6641,20.37,0.2742,0.4064,0.1718,0.13,0.13,0.0367,0.0089,0.0445,-0.2346,0.0
S00001SCa,13.6275,13.651,-8.2432,-8.348,-0.0572,-0.0725,-0.3318,-0.329,22.9939,22.9984,20.481,0.6938,0.0193,0.2513,0.14,0.12,0.1074,0.0156,0.0044,0.232,-0.02
S00004kqa,38.7428,38.9589,-3.9976,-4.0175,0.5808,0.5654,-0.2475,-0.2434,23.3743,23.3514,21.515,0.4659,0.7783,1.0,0.86,0.95,0.2165,0.016,-0.0229,0.2217,0.09
S000069ua,0.8524,0.8239,-37.3026,-37.4132,-0.1947,-0.2171,-0.226,-0.1978,21.7816,21.7896,21.951,0.163,0.2264,0.0138,0.29,0.24,0.1129,0.0361,0.0079,-0.2126,-0.05
S0000e1Aa,248.098,248.1638,-39.3718,-39.377,0.7693,0.7511,0.035,0.0412,24.3712,24.2528,22.974,0.228,1.0,0.7889,0.95,0.94,0.0512,0.0192,-0.1183,-0.2111,-0.01
S00002cua,308.0445,308.0071,-1.451,-1.4778,-0.2877,-0.2995,-0.1112,-0.108,22.8374,22.8492,20.676,0.5178,0.0348,0.2317,0.86,0.98,0.046,0.0123,0.0118,0.1969,0.12
S00001sqa,295.054,295.0467,-64.0737,-64.0673,-0.1404,-0.1549,0.4875,0.485,23.0838,23.2323,20.165,0.7125,0.993,0.8097,0.94,0.96,0.0072,0.0147,0.1485,-0.1833,0.02
S00001kea,315.3958,315.3519,-13.6928,-13.7101,-0.2878,-0.2947,-0.0297,-0.0275,23.8685,23.8993,20.047,0.5022,0.8176,1.0,0.47,0.61,0.046,0.0073,0.0308,0.1824,0.14
S00002oaa,1.5454,1.4346,-38.0219,-38.1421,-0.4056,-0.4168,-0.1625,-0.1508,23.313,23.2713,20.778,0.5011,0.8258,1.0,0.98,1.0,0.1486,0.0162,-0.0417,0.1742,0.02
S00001Q0a,19.7572,19.7072,-14.2197,-14.2958,-0.2581,-0.2776,-0.1676,-0.1618,22.5419,22.5476,20.453,0.4449,0.0149,0.1709,1.0,1.0,0.0902,0.0203,0.0058,0.156,0.0
S00000hMa,288.2967,288.2909,-50.431,-50.4249,-0.1325,-0.1445,0.2977,0.2965,21.1328,21.182,18.148,0.6048,0.0202,0.1759,0.98,0.99,0.0071,0.012,0.0492,0.1556,0.01
S00000usa,288.5445,288.5368,-50.0396,-50.0403,-0.2326,-0.2517,0.0019,0.0001,20.4958,20.5201,18.815,0.2931,0.2709,0.4166,1.0,1.0,0.005,0.0192,0.0243,0.1457,0.0
S00004VCa,20.0825,20.0615,2.2468,2.3353,0.0523,0.0332,0.2861,0.2953,23.4377,23.3808,21.676,0.2687,0.1497,0.0082,0.13,0.21,0.091,0.0212,-0.0569,-0.1416,0.08
S00000Pza,329.9189,329.8635,-12.169,-12.1669,-0.3093,-0.3176,0.1285,0.1311,22.2969,22.3249,19.468,0.5784,0.2347,0.0949,0.11,0.24,0.0542,0.0087,0.0279,-0.1398,0.13
S0000g4Wa,288.6684,288.7409,-26.1106,-26.1332,0.3202,0.3063,-0.1545,-0.1439,24.1265,23.9318,23.143,0.4865,0.5312,0.3976,0.78,0.82,0.0689,0.0175,-0.1947,-0.1336,0.04
S00000n6a,2.4348,2.3647,-11.7333,-11.7853,-0.3047,-0.3223,-0.0742,-0.0677,20.3613,20.4089,18.472,0.4094,0.8675,1.0,1.0,1.0,0.0861,0.0188,0.0477,0.1325,0.0
S000185ja,2.2064,1.9952,-38.2886,-38.1125,-0.1359,-0.1704,0.5835,0.6365,23.6627,23.6432,24.97,0.1863,0.8735,1.0,0.7,0.8,0.2419,0.0632,-0.0195,0.1265,0.1
S00001XKa,358.9959,358.9093,-30.7181,-30.8303,-0.3244,-0.3345,-0.1756,-0.1611,22.1674,22.2124,20.534,0.4669,0.24,0.1192,0.39,0.64,0.1346,0.0177,0.045,-0.1207,0.25
S000010Ca,352.0043,352.0397,-11.0015,-11.0667,0.0429,0.0141,-0.2784,-0.2679,19.5024,19.5263,19.709,0.5409,0.8884,1.0,0.99,0.97,0.0739,0.0307,0.0239,0.1116,-0.02
S00014era,314.5211,314.4656,-2.3753,-2.3703,-0.2742,-0.3164,0.112,0.1234,23.5223,23.5851,24.9,0.4336,0.006,0.1111,0.06,0.28,0.0557,0.0436,0.0628,0.1051,0.22
S00004NOa,251.5055,251.5646,-29.665,-29.6645,0.7578,0.734,0.0982,0.1036,22.3535,22.507,21.644,0.3941,1.0,0.8971,0.99,0.99,0.0514,0.0245,0.1535,-0.1029,0.0
S00000Kca,11.1932,11.1138,-12.1492,-12.1893,-0.2996,-0.3089,-0.0185,-0.0147,23.3694,23.4641,19.332,0.6473,0.687,0.7788,1.0,1.0,0.0873,0.0101,0.0948,0.0918,0.0
S00000Rna,41.9262,41.9051,-9.5834,-9.6455,-0.1226,-0.132,-0.1485,-0.1466,24.3039,24.2157,19.511,0.7833,0.0971,0.0073,1.0,1.0,0.0655,0.0095,-0.0882,-0.0897,0.0
S00004NPa,282.4342,282.4116,-25.503,-25.5739,-0.1143,-0.1208,-0.3371,-0.3298,23.4709,23.5721,21.644,0.3511,0.028,0.1167,0.54,0.65,0.0738,0.0098,0.1012,0.0888,0.11
S00003PQa,277.6599,277.643,-3.7438,-3.7581,-0.1538,-0.1652,-0.1194,-0.1184,23.819,23.8289,21.365,0.4388,0.0045,0.0931,1.0,1.0,0.0221,0.0114,0.0099,0.0886,0.0
S00000Foa,305.5866,305.5095,-34.2078,-34.2064,-0.2928,-0.2973,0.0769,0.081,23.3666,23.3767,19.196,0.6985,0.8182,0.9006,1.0,1.0,0.0638,0.0061,0.01,0.0824,0.0
S00008Qca,336.3734,336.3788,-15.2034,-15.3134,-0.2026,-0.2289,-0.6528,-0.6474,22.0308,22.1739,22.401,0.5979,0.9283,1.0,0.38,0.43,0.1102,0.0269,0.1431,0.0717,0.05
S00002HLa,341.2973,341.2222,2.2356,2.1982,-0.3216,-0.3313,-0.0257,-0.0225,23.7415,23.7897,20.932,0.5876,0.932,1.0,0.5,0.69,0.0839,0.0101,0.0482,0.068,0.19
S00000XDa,315.7425,315.6802,-18.4527,-18.4707,-0.2743,-0.2799,-0.0032,-0.0002,23.5745,23.5658,19.649,0.513,0.0698,0.1364,0.32,0.62,0.0617,0.0064,-0.0086,0.0666,0.3
S00008ELa,7.1343,7.1593,2.8795,2.7629,-0.0633,-0.084,-0.3794,-0.3753,23.8006,23.749,22.375,0.3059,0.0692,0.006,0.12,0.14,0.1193,0.0211,-0.0516,-0.0632,0.02
S000087ma,328.594,328.5435,-9.6033,-9.6345,-0.3386,-0.3532,-0.0783,-0.0738,23.6856,23.7559,22.295,0.4319,0.9385,1.0,0.97,1.0,0.0588,0.0152,0.0702,0.0615,0.03
S000016Ia,334.3916,334.3164,0.1419,0.13,-0.2859,-0.2928,0.061,0.0631,23.9485,23.8864,19.825,0.6377,0.2568,0.196,0.02,0.03,0.0761,0.0071,-0.0621,-0.0608,0.01
S0000063a,328.9301,328.887,-13.4042,-13.416,-0.2698,-0.2742,0.0195,0.021,22.1865,22.1958,16.812,0.8456,0.0075,0.0677,0.0,0.0,0.0435,0.0046,0.0093,0.0602,0.0
S0000IIGa,2.5003,2.3957,-9.8406,-9.7903,-0.2531,-0.2931,0.3181,0.3345,23.6693,23.7626,24.412,0.2987,0.0646,0.0048,0.1,0.17,0.1147,0.0432,0.0934,-0.0598,0.07
S00000Qpa,335.6153,335.5688,-6.7088,-6.7255,-0.2969,-0.3046,0.0062,0.0086,22.9776,23.0579,19.488,0.5783,0.943,1.0,0.01,0.11,0.0491,0.0081,0.0803,0.057,0.1
S00003S4a,315.6162,315.5695,-10.598,-10.6227,-0.3227,-0.3325,-0.0698,-0.0669,24.1262,24.2028,21.377,0.429,0.9445,0.891,0.99,1.0,0.0521,0.0103,0.0766,-0.0535,0.01
S00002mOa,260.0897,260.1089,-25.7171,-25.6995,0.2667,0.2559,0.298,0.2989,23.5569,23.5708,20.766,0.3503,0.0181,0.07,0.11,0.08,0.0247,0.0109,0.0139,0.0519,-0.03
S00004yKa,298.9189,298.9111,-71.1094,-71.1083,-0.2237,-0.2493,0.1491,0.1449,23.3364,23.3614,21.58,0.1939,0.075,0.1259,1.0,1.0,0.0028,0.0259,0.025,0.0509,0.0
S00000Xca,315.4026,315.3522,-13.5117,-13.5183,-0.3084,-0.3146,0.0476,0.0496,23.6877,23.8577,19.64,0.6155,0.8366,0.8874,0.95,1.0,0.0494,0.0065,0.17,0.0509,0.05
S00002hea,356.5503,356.4288,-28.8312,-28.8773,-0.3164,-0.326,0.0099,0.0197,23.3236,23.2934,20.718,0.5664,0.39,0.4404,0.77,0.81,0.116,0.0137,-0.0302,0.0504,0.04
S00002b0a,266.5429,266.5816,-17.4712,-17.4919,0.3389,0.327,-0.1726,-0.1696,22.8773,22.9138,20.662,0.583,0.0556,0.0072,0.14,0.18,0.0423,0.0123,0.0365,-0.0485,0.04
S00002KUa,331.0525,331.0065,-8.2242,-8.2473,-0.3057,-0.3137,-0.0373,-0.0347,24.184,24.2878,20.955,0.4487,0.9537,1.0,0.02,0.15,0.0511,0.0085,0.1037,0.0463,0.13
S0000smja,352.8602,352.8048,-11.4393,-11.4969,-0.2549,-0.2825,-0.1199,-0.1096,24.094,24.0319,23.847,0.4718,0.0056,0.0501,0.02,0.07,0.0792,0.0294,-0.0621,0.0446,0.05
S00000Hxa,331.7078,331.6633,-9.0961,-9.1048,-0.2679,-0.2729,0.044,0.0457,24.1252,24.034,19.258,0.6629,0.0148,0.057,0.0,0.0,0.0447,0.0053,-0.0912,0.0423,0.0
S00006kha,333.4658,333.4124,-8.4017,-8.4087,-0.3126,-0.322,0.074,0.0771,24.3813,24.378,21.986,0.6104,0.9471,0.9863,0.18,0.31,0.0533,0.0099,-0.0034,0.0391,0.13
S00000y2a,317.0362,316.995,-13.8958,-13.9093,-0.2662,-0.272,-0.009,-0.0071,23.3183,23.2503,18.953,0.5056,0.0065,0.0452,0.03,0.13,0.0423,0.0061,-0.068,0.0387,0.1
S00006E9a,329.0616,329.0377,-7.4455,-7.5184,-0.271,-0.2934,-0.3738,-0.3647,21.9344,22.0562,22.047,0.4283,0.0397,0.0022,0.11,0.11,0.0767,0.0242,0.1218,-0.0374,0.0
S00003GQa,307.4456,307.3978,-7.4754,-7.4056,-0.1574,-0.1928,0.5148,0.5214,20.5584,20.668,21.317,0.2168,1.0,0.9628,0.4,0.51,0.0843,0.036,0.1096,-0.0372,0.11
S0000e7na,255.8147,255.8588,-24.5847,-24.5942,0.6352,0.6166,-0.0843,-0.0816,24.4388,24.3196,22.982,0.3991,1.0,0.9644,0.86,0.84,0.0412,0.0188,-0.1193,-0.0356,-0.02
S00004zQa,264.3194,264.4001,-37.7216,-37.6926,0.5892,0.5718,0.2747,0.2814,22.9655,23.1432,21.584,0.2857,0.9655,1.0,0.89,0.94,0.0702,0.0186,0.1777,0.0345,0.05
S00006oVa,289.4648,289.4662,-47.5828,-47.5707,0.1509,0.1309,0.5264,0.5242,23.5041,23.6044,22.001,0.2859,1.0,0.9656,0.18,0.17,0.0122,0.0202,0.1004,-0.0344,-0.01
S000015la,290.4337,290.382,-28.2194,-28.2036,-0.2004,-0.2041,0.1041,0.1078,23.5413,23.5715,19.8,0.4895,0.0043,0.0363,1.0,1.0,0.0482,0.0052,0.0302,0.0319,0.0
S00004Eya,243.4777,243.5451,-39.3787,-39.378,0.7604,0.7446,0.14,0.1463,23.1734,23.3148,21.605,0.381,0.9691,1.0,0.95,0.96,0.0521,0.017,0.1413,0.0309,0.01
S000011Wa,306.0185,305.9804,-9.1726,-9.1898,-0.2632,-0.2697,-0.0518,-0.0501,23.7901,23.9265,19.735,0.5268,0.0262,0.051,0.67,0.95,0.0413,0.0068,0.1363,0.0248,0.28
S00003aLa,253.8367,253.831,-47.3794,-47.3688,-0.053,-0.072,0.1289,0.136,22.5066,22.5294,21.13,0.6835,0.0056,0.0297,1.0,1.0,0.0113,0.0203,0.0227,0.0241,0.0
S00001LBa,353.7618,353.6944,-5.7393,-5.7531,-0.2585,-0.268,0.0531,0.0567,23.9651,23.8276,20.404,0.4833,0.0044,0.0284,0.03,0.09,0.0685,0.0101,-0.1376,0.024,0.06
S00005mta,268.8668,268.8437,-43.4485,-43.4578,-0.1597,-0.1707,-0.0943,-0.0893,24.25,24.2388,21.781,0.4427,0.0473,0.0703,1.0,1.0,0.0192,0.0121,-0.0112,0.0231,0.0
S0000186a,345.2236,345.1669,1.4644,1.4116,-0.281,-0.2875,-0.1058,-0.1035,24.1492,24.0984,19.849,0.5677,0.0446,0.0668,0.04,0.06,0.0775,0.007,-0.0508,0.0222,0.02
S00003aPa,250.724,250.7294,-30.4019,-30.3849,0.0443,0.0352,0.2484,0.2506,24.0324,24.0847,21.13,0.5686,0.0475,0.0692,0.98,0.99,0.0176,0.0093,0.0523,0.0217,0.01
S00000Ama,310.6977,310.6582,-2.8234,-2.8478,-0.2623,-0.2684,-0.0769,-0.0755,23.402,23.4725,19.035,0.5776,0.0173,0.0374,0.08,0.28,0.0464,0.0063,0.0705,0.0201,0.2
S00003LKa,311.9239,311.8906,-8.3029,-8.3293,-0.2503,-0.2595,-0.1113,-0.1084,24.173,24.2995,21.344,0.3987,0.0064,0.0254,0.03,0.06,0.0422,0.0097,0.1265,0.0191,0.03
S00000OXa,358.6593,358.5975,-14.9372,-14.9801,-0.2668,-0.2783,-0.0559,-0.0513,22.5562,22.5825,19.454,0.4754,0.0049,0.0234,0.31,0.66,0.0736,0.0124,0.0263,0.0185,0.35
S00005O6a,261.0978,261.1165,-34.0397,-33.9961,0.125,0.1107,0.3586,0.366,23.1883,23.1836,21.88,0.29,0.0913,0.073,0.41,0.6,0.0462,0.0161,-0.0047,-0.0183,0.19
S0000h6Fa,311.9801,311.9772,-5.3621,-5.3481,0.0398,0.0038,0.0866,0.0968,22.4376,22.4808,23.22,0.5695,0.0192,0.0025,0.88,0.78,0.0144,0.0374,0.0432,-0.0167,-0.1
S00003j2a,255.4361,255.4606,-21.5478,-21.541,0.3416,0.3323,0.1346,0.1354,24.3258,23.9806,21.181,0.6004,0.0212,0.0057,0.05,0.05,0.0237,0.0093,-0.3452,-0.0155,0.0
S0000efJa,321.0283,320.9678,-10.265,-10.2515,-0.3203,-0.3375,0.1961,0.2016,24.0434,24.1797,22.994,0.4519,0.0082,0.0236,0.15,0.3,0.0611,0.0181,0.1362,0.0154,0.15
